Width,Color,Steering_angle_difference
15.00,76.00,-1.46
15.00,77.00,-2.09
15.00,78.00,-1.32
15.00,79.00,-1.85
15.00,80.00,-1.73
15.00,81.00,-1.62
15.00,82.00,-1.22
15.00,83.00,-1.28
15.00,84.00,-1.11
15.00,85.00,-1.14
15.00,86.00,-1.57
15.00,87.00,-0.92
15.00,88.00,-0.88
15.00,89.00,-1.01
15.00,90.00,-0.87
15.00,91.00,-0.96
15.00,92.00,-0.65
15.00,93.00,-0.81
15.00,94.00,-0.60
15.00,95.00,-0.89
15.00,96.00,-0.85
15.00,97.00,-0.39
15.00,98.00,-0.85
15.00,99.00,-0.92
15.00,100.00,-0.51
15.00,101.00,-0.78
15.00,102.00,-0.15
15.00,103.00,-1.08
15.00,104.00,-0.27
15.00,105.00,-0.52
15.00,106.00,-0.42
15.00,107.00,-0.50
15.00,108.00,-0.58
15.00,109.00,-0.48
15.00,110.00,-0.07
15.00,111.00,-0.66
15.00,112.00,-0.61
15.00,113.00,-0.70
15.00,114.00,-0.54
15.00,115.00,-0.70
15.00,116.00,-0.42
15.00,117.00,-0.33
15.00,118.00,-0.56
15.00,119.00,-0.26
15.00,120.00,-0.39
15.00,121.00,-0.60
15.00,122.00,-0.59
15.00,123.00,-0.36
15.00,124.00,-0.35
15.00,125.00,-0.56
15.00,126.00,-0.39
15.00,127.00,-0.40
15.00,128.00,-0.38
15.00,129.00,-0.45
15.00,130.00,-0.10
15.00,131.00,-0.56
15.00,132.00,0.09
15.00,133.00,-0.14
15.00,134.00,-0.51
15.00,135.00,0.12
15.00,136.00,-0.59
15.00,137.00,0.29
15.00,138.00,0.13
15.00,139.00,-0.33
15.00,140.00,-0.52
15.00,141.00,-0.33
15.00,142.00,-0.45
15.00,143.00,-0.08
15.00,144.00,-0.06
15.00,145.00,0.06
15.00,146.00,-0.25
15.00,147.00,0.26
15.00,148.00,0.88
15.00,149.00,0.84
15.00,150.00,0.99
15.00,151.00,0.82
15.00,152.00,0.60
15.00,153.00,0.74
15.00,154.00,0.69
15.00,155.00,0.79
15.00,156.00,0.38
15.00,157.00,0.86
15.00,158.00,0.70
15.00,159.00,0.79
15.00,160.00,0.86
15.00,161.00,1.20
15.00,162.00,0.72
15.00,163.00,1.31
15.00,164.00,0.89
15.00,165.00,1.22
15.00,166.00,0.79
15.00,167.00,1.13
15.00,168.00,0.90
15.00,169.00,1.09
15.00,170.00,1.22
15.00,171.00,1.26
15.00,172.00,1.27
15.00,173.00,1.41
15.00,174.00,1.02
15.00,175.00,0.70
15.00,176.00,1.05
15.00,177.00,1.00
15.00,178.00,1.00
15.00,179.00,0.94
15.00,180.00,0.93
15.00,181.00,1.12
15.00,182.00,0.82
15.00,183.00,1.15
15.00,184.00,1.08
15.00,185.00,1.18
15.00,186.00,1.01
15.00,187.00,1.08
15.00,188.00,1.19
15.00,189.00,1.39
15.00,190.00,1.40
15.00,191.00,1.15
15.00,192.00,1.08
15.00,193.00,1.04
15.00,194.00,0.91
15.00,195.00,1.16
15.00,196.00,1.07
15.00,197.00,0.81
15.00,198.00,1.21
15.00,199.00,1.21
15.00,200.00,1.18
15.00,201.00,1.03
15.00,202.00,1.13
15.00,203.00,1.42
15.00,204.00,1.39
15.00,205.00,1.23
15.00,206.00,0.99
15.00,207.00,1.12
15.00,208.00,1.05
15.00,209.00,0.92
15.00,210.00,0.70
15.00,211.00,1.04
15.00,212.00,1.34
15.00,213.00,1.16
15.00,214.00,0.87
15.00,215.00,0.92
15.00,216.00,1.34
15.00,217.00,1.06
15.00,218.00,1.22
15.00,219.00,1.00
15.00,220.00,0.74
15.00,221.00,0.72
15.00,222.00,0.63
15.00,223.00,1.38
15.00,224.00,0.80
15.00,225.00,0.91
15.00,226.00,1.13
15.00,227.00,0.96
15.00,228.00,1.12
15.00,229.00,0.66
15.00,230.00,0.91
15.00,231.00,0.83
15.00,232.00,0.61
15.00,233.00,0.83
15.00,234.00,0.48
15.00,235.00,0.69
15.00,236.00,0.70
15.00,237.00,0.66
15.00,238.00,0.87
15.00,239.00,0.88
15.00,240.00,0.70
15.00,241.00,0.99
15.00,242.00,0.77
15.00,243.00,0.48
15.00,244.00,0.57
15.00,245.00,0.73
15.00,246.00,0.45
15.00,247.00,0.74
15.00,248.00,1.00
15.00,249.00,0.57
15.00,250.00,0.84
15.00,251.00,0.57
15.00,252.00,0.65
15.00,253.00,0.70
15.00,254.00,0.69
16.00,0.00,19.63
16.00,1.00,8.40
16.00,2.00,8.47
16.00,3.00,9.45
16.00,4.00,4.73
16.00,5.00,17.86
16.00,6.00,7.93
16.00,7.00,20.70
16.00,8.00,8.78
16.00,9.00,6.51
16.00,10.00,20.72
16.00,11.00,8.27
16.00,12.00,7.72
16.00,13.00,7.07
16.00,14.00,8.97
16.00,15.00,17.97
16.00,16.00,7.89
16.00,17.00,20.33
16.00,18.00,20.35
16.00,19.00,20.67
16.00,20.00,27.64
16.00,21.00,3.47
16.00,22.00,17.83
16.00,23.00,9.61
16.00,24.00,7.42
16.00,25.00,7.74
16.00,26.00,4.67
16.00,27.00,12.26
16.00,28.00,5.70
16.00,29.00,10.21
16.00,30.00,8.28
16.00,31.00,7.23
16.00,32.00,9.30
16.00,33.00,5.47
16.00,34.00,6.79
16.00,35.00,4.27
16.00,36.00,8.44
16.00,37.00,7.17
16.00,38.00,6.85
16.00,39.00,5.22
16.00,40.00,4.44
16.00,41.00,7.62
16.00,42.00,3.54
16.00,43.00,4.49
16.00,44.00,-3.01
16.00,45.00,5.62
16.00,46.00,5.88
16.00,47.00,-1.37
16.00,48.00,-1.55
16.00,49.00,5.97
16.00,50.00,-2.03
16.00,51.00,-0.95
16.00,52.00,-1.07
16.00,53.00,-1.25
16.00,54.00,-1.24
16.00,55.00,-1.44
16.00,56.00,-1.27
16.00,57.00,-1.41
16.00,58.00,-1.20
16.00,59.00,-1.76
16.00,60.00,-1.35
16.00,61.00,-1.41
16.00,62.00,-1.32
16.00,63.00,-1.76
16.00,64.00,-1.66
16.00,65.00,-1.51
16.00,66.00,-1.32
16.00,67.00,-1.62
16.00,68.00,-1.88
16.00,69.00,-1.59
16.00,70.00,-1.25
16.00,71.00,-1.61
16.00,72.00,-1.24
16.00,73.00,-1.20
16.00,74.00,-1.52
16.00,75.00,-1.53
16.00,76.00,-1.02
16.00,77.00,-1.33
16.00,78.00,-1.80
16.00,79.00,-1.73
16.00,80.00,-0.69
16.00,81.00,-1.61
16.00,82.00,-1.16
16.00,83.00,-0.46
16.00,84.00,-0.40
16.00,85.00,-0.73
16.00,86.00,-0.78
16.00,87.00,-0.17
16.00,88.00,-0.60
16.00,89.00,-0.28
16.00,90.00,-0.56
16.00,91.00,-0.54
16.00,92.00,-0.35
16.00,93.00,0.26
16.00,94.00,0.42
16.00,95.00,7.57
16.00,96.00,0.60
16.00,97.00,-0.84
16.00,98.00,-0.74
16.00,99.00,-0.40
16.00,100.00,-0.40
16.00,101.00,-0.25
16.00,102.00,-0.45
16.00,103.00,-0.11
16.00,104.00,-0.36
16.00,105.00,-0.36
16.00,106.00,-0.25
16.00,107.00,-0.11
16.00,108.00,0.13
16.00,109.00,-0.32
16.00,110.00,-0.36
16.00,111.00,-0.93
16.00,112.00,-0.68
16.00,113.00,-0.64
16.00,114.00,-0.08
16.00,115.00,0.00
16.00,116.00,-0.25
16.00,117.00,0.15
16.00,118.00,-0.12
16.00,119.00,-0.44
16.00,120.00,-0.56
16.00,121.00,-0.14
16.00,122.00,-0.25
16.00,123.00,-0.01
16.00,124.00,0.18
16.00,125.00,0.35
16.00,126.00,0.12
16.00,127.00,-0.43
16.00,128.00,-0.44
16.00,129.00,-0.37
16.00,130.00,-0.15
16.00,131.00,0.24
16.00,132.00,0.13
16.00,133.00,-0.19
16.00,134.00,-0.42
16.00,135.00,0.41
16.00,136.00,-0.49
16.00,137.00,0.19
16.00,138.00,-0.07
16.00,139.00,-0.45
16.00,140.00,0.08
16.00,141.00,-0.42
16.00,142.00,-0.14
16.00,143.00,0.00
16.00,144.00,0.16
16.00,145.00,0.08
16.00,146.00,0.65
16.00,147.00,0.53
16.00,148.00,0.74
16.00,149.00,0.70
16.00,150.00,0.76
16.00,151.00,0.51
16.00,152.00,0.94
16.00,153.00,0.77
16.00,154.00,1.24
16.00,155.00,1.24
16.00,156.00,1.01
16.00,157.00,0.95
16.00,158.00,0.85
16.00,159.00,0.96
16.00,160.00,1.31
16.00,161.00,1.08
16.00,162.00,1.20
16.00,163.00,1.04
16.00,164.00,1.03
16.00,165.00,1.27
16.00,166.00,0.73
16.00,167.00,0.96
16.00,168.00,1.01
16.00,169.00,0.70
16.00,170.00,0.90
16.00,171.00,1.03
16.00,172.00,1.22
16.00,173.00,1.45
16.00,174.00,0.83
16.00,175.00,0.87
16.00,176.00,0.99
16.00,177.00,1.14
16.00,178.00,1.11
16.00,179.00,1.28
16.00,180.00,1.10
16.00,181.00,1.17
16.00,182.00,1.20
16.00,183.00,1.33
16.00,184.00,1.17
16.00,185.00,1.22
16.00,186.00,1.20
16.00,187.00,0.91
16.00,188.00,1.12
16.00,189.00,1.00
16.00,190.00,0.91
16.00,191.00,1.29
16.00,192.00,1.10
16.00,193.00,0.65
16.00,194.00,0.92
16.00,195.00,1.51
16.00,196.00,1.02
16.00,197.00,1.13
16.00,198.00,0.93
16.00,199.00,0.88
16.00,200.00,0.97
16.00,201.00,1.12
16.00,202.00,1.06
16.00,203.00,1.02
16.00,204.00,1.33
16.00,205.00,1.14
16.00,206.00,1.10
16.00,207.00,1.14
16.00,208.00,1.16
16.00,209.00,1.04
16.00,210.00,1.13
16.00,211.00,1.25
16.00,212.00,0.98
16.00,213.00,1.32
16.00,214.00,1.32
16.00,215.00,0.77
16.00,216.00,0.87
16.00,217.00,0.91
16.00,218.00,0.95
16.00,219.00,0.85
16.00,220.00,0.97
16.00,221.00,0.84
16.00,222.00,0.88
16.00,223.00,1.01
16.00,224.00,0.72
16.00,225.00,1.18
16.00,226.00,0.65
16.00,227.00,1.05
16.00,228.00,0.64
16.00,229.00,0.96
16.00,230.00,0.79
16.00,231.00,0.86
16.00,232.00,0.84
16.00,233.00,0.64
16.00,234.00,0.90
16.00,235.00,0.81
16.00,236.00,0.72
16.00,237.00,0.84
16.00,238.00,0.47
16.00,239.00,0.45
16.00,240.00,0.59
16.00,241.00,0.45
16.00,242.00,0.95
16.00,243.00,0.44
16.00,244.00,0.69
16.00,245.00,0.80
16.00,246.00,0.71
16.00,247.00,0.89
16.00,248.00,0.58
16.00,249.00,0.88
16.00,250.00,0.64
16.00,251.00,1.07
16.00,252.00,0.72
16.00,253.00,1.15
16.00,254.00,0.65
17.00,0.00,6.09
17.00,1.00,10.80
17.00,2.00,11.05
17.00,3.00,10.13
17.00,4.00,6.64
17.00,5.00,7.39
17.00,6.00,9.38
17.00,7.00,6.90
17.00,8.00,9.02
17.00,9.00,5.48
17.00,10.00,9.38
17.00,11.00,9.11
17.00,12.00,10.72
17.00,13.00,3.24
17.00,14.00,6.96
17.00,15.00,3.32
17.00,16.00,5.52
17.00,17.00,10.57
17.00,18.00,8.16
17.00,19.00,4.58
17.00,20.00,5.68
17.00,21.00,9.54
17.00,22.00,8.46
17.00,23.00,7.36
17.00,24.00,7.31
17.00,25.00,7.74
17.00,26.00,5.82
17.00,27.00,10.53
17.00,28.00,4.37
17.00,29.00,9.86
17.00,30.00,8.25
17.00,31.00,10.43
17.00,32.00,6.44
17.00,33.00,5.76
17.00,34.00,10.05
17.00,35.00,6.65
17.00,36.00,5.61
17.00,37.00,6.67
17.00,38.00,7.49
17.00,39.00,4.60
17.00,40.00,9.37
17.00,41.00,6.46
17.00,42.00,3.56
17.00,43.00,-2.32
17.00,44.00,9.31
17.00,45.00,-1.83
17.00,46.00,-1.55
17.00,47.00,-1.73
17.00,48.00,-1.45
17.00,49.00,-1.87
17.00,50.00,-1.81
17.00,51.00,-1.74
17.00,52.00,-1.78
17.00,53.00,-1.64
17.00,54.00,-1.63
17.00,55.00,-1.83
17.00,56.00,-1.75
17.00,57.00,-2.04
17.00,58.00,-1.97
17.00,59.00,-1.96
17.00,60.00,-1.97
17.00,61.00,-1.92
17.00,62.00,-1.98
17.00,63.00,-1.75
17.00,64.00,-1.76
17.00,65.00,-1.67
17.00,66.00,-1.84
17.00,67.00,-1.63
17.00,68.00,-1.46
17.00,69.00,-1.10
17.00,70.00,-1.57
17.00,71.00,-1.37
17.00,72.00,-1.32
17.00,73.00,-1.48
17.00,74.00,-2.05
17.00,75.00,-1.43
17.00,76.00,-1.80
17.00,77.00,-1.76
17.00,78.00,-2.14
17.00,79.00,-1.40
17.00,80.00,-1.86
17.00,81.00,-1.79
17.00,82.00,-1.40
17.00,83.00,-0.78
17.00,84.00,-0.41
17.00,85.00,-0.60
17.00,86.00,-0.82
17.00,87.00,-0.63
17.00,88.00,-0.79
17.00,89.00,-0.29
17.00,90.00,-0.52
17.00,91.00,-0.55
17.00,92.00,-0.57
17.00,93.00,-0.66
17.00,94.00,-0.85
17.00,95.00,-1.07
17.00,96.00,-0.88
17.00,97.00,-0.19
17.00,98.00,-0.73
17.00,99.00,-0.55
17.00,100.00,-0.53
17.00,101.00,-0.52
17.00,102.00,-0.35
17.00,103.00,-0.27
17.00,104.00,-0.47
17.00,105.00,-0.59
17.00,106.00,-0.42
17.00,107.00,-0.39
17.00,108.00,0.12
17.00,109.00,-0.70
17.00,110.00,0.02
17.00,111.00,-0.69
17.00,112.00,0.11
17.00,113.00,-0.22
17.00,114.00,-0.31
17.00,115.00,-0.73
17.00,116.00,0.05
17.00,117.00,-0.06
17.00,118.00,-0.40
17.00,119.00,-0.21
17.00,120.00,-0.11
17.00,121.00,0.20
17.00,122.00,0.60
17.00,123.00,-0.31
17.00,124.00,-0.01
17.00,125.00,-0.53
17.00,126.00,0.24
17.00,127.00,-0.40
17.00,128.00,0.16
17.00,129.00,0.22
17.00,130.00,0.37
17.00,131.00,-0.04
17.00,132.00,0.22
17.00,133.00,0.07
17.00,134.00,-0.33
17.00,135.00,0.14
17.00,136.00,0.08
17.00,137.00,-0.07
17.00,138.00,0.57
17.00,139.00,0.74
17.00,140.00,0.17
17.00,141.00,0.17
17.00,142.00,0.36
17.00,143.00,0.77
17.00,144.00,1.40
17.00,145.00,0.35
17.00,146.00,1.11
17.00,147.00,0.93
17.00,148.00,0.59
17.00,149.00,1.46
17.00,150.00,1.01
17.00,151.00,1.04
17.00,152.00,1.30
17.00,153.00,1.32
17.00,154.00,1.22
17.00,155.00,1.18
17.00,156.00,1.17
17.00,157.00,0.92
17.00,158.00,0.99
17.00,159.00,1.27
17.00,160.00,1.09
17.00,161.00,1.06
17.00,162.00,0.83
17.00,163.00,1.22
17.00,164.00,0.98
17.00,165.00,0.38
17.00,166.00,0.95
17.00,167.00,1.06
17.00,168.00,0.98
17.00,169.00,1.02
17.00,170.00,1.02
17.00,171.00,0.91
17.00,172.00,0.90
17.00,173.00,0.57
17.00,174.00,1.20
17.00,175.00,1.04
17.00,176.00,1.15
17.00,177.00,0.91
17.00,178.00,0.96
17.00,179.00,0.54
17.00,180.00,1.04
17.00,181.00,1.13
17.00,182.00,0.98
17.00,183.00,1.17
17.00,184.00,1.10
17.00,185.00,1.19
17.00,186.00,1.04
17.00,187.00,0.91
17.00,188.00,1.25
17.00,189.00,1.42
17.00,190.00,0.99
17.00,191.00,1.22
17.00,192.00,1.34
17.00,193.00,1.08
17.00,194.00,1.24
17.00,195.00,1.03
17.00,196.00,1.30
17.00,197.00,1.06
17.00,198.00,0.94
17.00,199.00,1.07
17.00,200.00,1.08
17.00,201.00,1.10
17.00,202.00,1.03
17.00,203.00,1.07
17.00,204.00,0.98
17.00,205.00,1.03
17.00,206.00,0.98
17.00,207.00,0.98
17.00,208.00,0.86
17.00,209.00,1.06
17.00,210.00,0.74
17.00,211.00,1.13
17.00,212.00,1.24
17.00,213.00,0.97
17.00,214.00,0.70
17.00,215.00,1.22
17.00,216.00,0.88
17.00,217.00,1.03
17.00,218.00,1.03
17.00,219.00,1.11
17.00,220.00,1.11
17.00,221.00,1.05
17.00,222.00,0.89
17.00,223.00,0.88
17.00,224.00,1.00
17.00,225.00,1.01
17.00,226.00,0.82
17.00,227.00,0.58
17.00,228.00,0.94
17.00,229.00,0.49
17.00,230.00,0.86
17.00,231.00,0.87
17.00,232.00,0.84
17.00,233.00,0.69
17.00,234.00,1.15
17.00,235.00,0.66
17.00,236.00,0.70
17.00,237.00,0.40
17.00,238.00,0.77
17.00,239.00,0.59
17.00,240.00,1.14
17.00,241.00,0.72
17.00,242.00,0.96
17.00,243.00,0.51
17.00,244.00,0.73
17.00,245.00,1.12
17.00,246.00,0.28
17.00,247.00,1.18
17.00,248.00,0.62
17.00,249.00,0.76
17.00,250.00,0.72
17.00,251.00,0.70
17.00,252.00,0.94
17.00,253.00,0.71
17.00,254.00,0.85
18.00,0.00,7.21
18.00,1.00,21.00
18.00,2.00,7.07
18.00,3.00,5.83
18.00,4.00,5.43
18.00,5.00,7.02
18.00,6.00,-1.96
18.00,7.00,4.06
18.00,8.00,7.33
18.00,9.00,4.39
18.00,10.00,10.11
18.00,11.00,8.63
18.00,12.00,8.27
18.00,13.00,6.99
18.00,14.00,6.68
18.00,15.00,3.74
18.00,16.00,5.24
18.00,17.00,10.67
18.00,18.00,4.50
18.00,19.00,6.98
18.00,20.00,8.03
18.00,21.00,6.79
18.00,22.00,-2.25
18.00,23.00,7.92
18.00,24.00,-2.66
18.00,25.00,6.22
18.00,26.00,5.92
18.00,27.00,6.63
18.00,28.00,11.16
18.00,29.00,1.72
18.00,30.00,5.95
18.00,31.00,7.78
18.00,32.00,-1.86
18.00,33.00,7.08
18.00,34.00,9.26
18.00,35.00,7.19
18.00,36.00,-1.31
18.00,37.00,7.67
18.00,38.00,-2.94
18.00,39.00,10.39
18.00,40.00,-1.82
18.00,41.00,-1.61
18.00,42.00,-1.22
18.00,43.00,-1.65
18.00,44.00,-1.10
18.00,45.00,-1.78
18.00,46.00,-1.45
18.00,47.00,-1.19
18.00,48.00,-1.54
18.00,49.00,-1.64
18.00,50.00,-1.35
18.00,51.00,-1.90
18.00,52.00,-1.39
18.00,53.00,-1.50
18.00,54.00,-1.42
18.00,55.00,-1.46
18.00,56.00,-1.46
18.00,57.00,-1.16
18.00,58.00,-1.41
18.00,59.00,-1.68
18.00,60.00,-1.73
18.00,61.00,-1.70
18.00,62.00,-1.16
18.00,63.00,-1.06
18.00,64.00,-1.33
18.00,65.00,-1.32
18.00,66.00,-1.30
18.00,67.00,-1.65
18.00,68.00,-1.48
18.00,69.00,-1.34
18.00,70.00,-1.69
18.00,71.00,-1.31
18.00,72.00,-1.54
18.00,73.00,-1.73
18.00,74.00,-1.50
18.00,75.00,-1.90
18.00,76.00,-1.18
18.00,77.00,-1.36
18.00,78.00,-1.29
18.00,79.00,-0.84
18.00,80.00,-0.77
18.00,81.00,-1.17
18.00,82.00,-0.14
18.00,83.00,-0.66
18.00,84.00,-0.76
18.00,85.00,-0.72
18.00,86.00,-0.49
18.00,87.00,-0.50
18.00,88.00,-0.41
18.00,89.00,-0.57
18.00,90.00,-0.53
18.00,91.00,-0.38
18.00,92.00,-0.77
18.00,93.00,-0.55
18.00,94.00,-0.49
18.00,95.00,-0.55
18.00,96.00,-0.56
18.00,97.00,-0.24
18.00,98.00,0.09
18.00,99.00,-0.61
18.00,100.00,-0.44
18.00,101.00,-0.47
18.00,102.00,-0.29
18.00,103.00,-0.52
18.00,104.00,-0.64
18.00,105.00,-0.36
18.00,106.00,-0.38
18.00,107.00,-0.42
18.00,108.00,-0.36
18.00,109.00,-0.52
18.00,110.00,-0.21
18.00,111.00,-0.39
18.00,112.00,-0.34
18.00,113.00,0.08
18.00,114.00,0.48
18.00,115.00,-0.26
18.00,116.00,-0.13
18.00,117.00,-0.49
18.00,118.00,0.48
18.00,119.00,-0.32
18.00,120.00,0.35
18.00,121.00,0.19
18.00,122.00,-0.61
18.00,123.00,-0.05
18.00,124.00,0.64
18.00,125.00,0.38
18.00,126.00,0.09
18.00,127.00,-0.47
18.00,128.00,0.34
18.00,129.00,0.16
18.00,130.00,0.45
18.00,131.00,0.01
18.00,132.00,0.38
18.00,133.00,0.44
18.00,134.00,0.15
18.00,135.00,0.23
18.00,136.00,0.36
18.00,137.00,0.83
18.00,138.00,0.63
18.00,139.00,1.04
18.00,140.00,1.24
18.00,141.00,0.80
18.00,142.00,1.29
18.00,143.00,0.96
18.00,144.00,1.16
18.00,145.00,1.26
18.00,146.00,1.09
18.00,147.00,1.16
18.00,148.00,1.48
18.00,149.00,1.76
18.00,150.00,1.60
18.00,151.00,2.11
18.00,152.00,1.50
18.00,153.00,1.49
18.00,154.00,1.32
18.00,155.00,1.50
18.00,156.00,0.95
18.00,157.00,1.52
18.00,158.00,0.79
18.00,159.00,1.19
18.00,160.00,1.46
18.00,161.00,0.54
18.00,162.00,0.99
18.00,163.00,0.99
18.00,164.00,1.09
18.00,165.00,1.14
18.00,166.00,1.49
18.00,167.00,1.00
18.00,168.00,1.33
18.00,169.00,1.29
18.00,170.00,1.21
18.00,171.00,1.14
18.00,172.00,1.42
18.00,173.00,1.03
18.00,174.00,0.94
18.00,175.00,1.01
18.00,176.00,1.13
18.00,177.00,1.03
18.00,178.00,1.23
18.00,179.00,1.04
18.00,180.00,1.18
18.00,181.00,1.18
18.00,182.00,1.06
18.00,183.00,1.22
18.00,184.00,0.85
18.00,185.00,1.05
18.00,186.00,1.27
18.00,187.00,1.23
18.00,188.00,1.11
18.00,189.00,1.14
18.00,190.00,1.38
18.00,191.00,0.93
18.00,192.00,1.31
18.00,193.00,1.41
18.00,194.00,1.29
18.00,195.00,1.59
18.00,196.00,0.97
18.00,197.00,1.39
18.00,198.00,1.35
18.00,199.00,1.31
18.00,200.00,1.12
18.00,201.00,1.36
18.00,202.00,1.20
18.00,203.00,1.14
18.00,204.00,1.13
18.00,205.00,1.42
18.00,206.00,1.27
18.00,207.00,0.70
18.00,208.00,1.11
18.00,209.00,1.13
18.00,210.00,1.39
18.00,211.00,1.20
18.00,212.00,1.27
18.00,213.00,0.98
18.00,214.00,1.08
18.00,215.00,1.30
18.00,216.00,0.91
18.00,217.00,1.35
18.00,218.00,1.47
18.00,219.00,0.73
18.00,220.00,1.15
18.00,221.00,1.13
18.00,222.00,1.55
18.00,223.00,1.03
18.00,224.00,0.64
18.00,225.00,0.89
18.00,226.00,1.36
18.00,227.00,0.65
18.00,228.00,0.84
18.00,229.00,1.38
18.00,230.00,0.77
18.00,231.00,0.85
18.00,232.00,1.01
18.00,233.00,0.81
18.00,234.00,0.58
18.00,235.00,0.89
18.00,236.00,1.03
18.00,237.00,1.12
18.00,238.00,0.74
18.00,239.00,1.20
18.00,240.00,0.99
18.00,241.00,0.83
18.00,242.00,0.76
18.00,243.00,0.71
18.00,244.00,0.98
18.00,245.00,1.02
18.00,246.00,0.88
18.00,247.00,0.76
18.00,248.00,0.94
18.00,249.00,1.20
18.00,250.00,1.05
18.00,251.00,0.95
18.00,252.00,1.07
18.00,253.00,0.68
18.00,254.00,0.88
19.00,0.00,9.86
19.00,1.00,6.93
19.00,2.00,7.28
19.00,3.00,8.01
19.00,4.00,5.13
19.00,5.00,4.31
19.00,6.00,6.34
19.00,7.00,6.85
19.00,8.00,10.89
19.00,9.00,6.52
19.00,10.00,7.28
19.00,11.00,3.13
19.00,12.00,3.89
19.00,13.00,8.44
19.00,14.00,7.15
19.00,15.00,8.53
19.00,16.00,7.48
19.00,17.00,-3.83
19.00,18.00,-4.60
19.00,19.00,6.53
19.00,20.00,6.18
19.00,21.00,6.93
19.00,22.00,7.56
19.00,23.00,-2.20
19.00,24.00,6.94
19.00,25.00,-3.19
19.00,26.00,6.57
19.00,27.00,8.08
19.00,28.00,6.21
19.00,29.00,7.60
19.00,30.00,-2.02
19.00,31.00,7.60
19.00,32.00,5.25
19.00,33.00,-2.00
19.00,34.00,6.02
19.00,35.00,-1.59
19.00,36.00,-2.16
19.00,37.00,-1.55
19.00,38.00,-1.41
19.00,39.00,-1.27
19.00,40.00,-1.20
19.00,41.00,-0.92
19.00,42.00,-1.63
19.00,43.00,-1.19
19.00,44.00,-1.35
19.00,45.00,-1.20
19.00,46.00,-1.63
19.00,47.00,-1.23
19.00,48.00,-1.57
19.00,49.00,-1.38
19.00,50.00,-1.41
19.00,51.00,-1.17
19.00,52.00,-1.48
19.00,53.00,-1.42
19.00,54.00,-1.49
19.00,55.00,-1.38
19.00,56.00,-1.62
19.00,57.00,-1.66
19.00,58.00,-1.32
19.00,59.00,-1.39
19.00,60.00,-1.70
19.00,61.00,-1.42
19.00,62.00,-1.04
19.00,63.00,-0.90
19.00,64.00,-2.24
19.00,65.00,-1.54
19.00,66.00,-1.61
19.00,67.00,-1.32
19.00,68.00,-1.59
19.00,69.00,-2.03
19.00,70.00,-1.56
19.00,71.00,-1.51
19.00,72.00,-1.48
19.00,73.00,-1.37
19.00,74.00,-1.12
19.00,75.00,-1.45
19.00,76.00,-0.95
19.00,77.00,-0.86
19.00,78.00,-0.65
19.00,79.00,-0.40
19.00,80.00,-0.75
19.00,81.00,-0.74
19.00,82.00,-0.28
19.00,83.00,-0.66
19.00,84.00,-0.64
19.00,85.00,-0.75
19.00,86.00,-0.56
19.00,87.00,-0.33
19.00,88.00,-0.24
19.00,89.00,-0.07
19.00,90.00,-0.26
19.00,91.00,-0.38
19.00,92.00,-0.29
19.00,93.00,-0.35
19.00,94.00,-0.03
19.00,95.00,0.26
19.00,96.00,-0.41
19.00,97.00,-0.16
19.00,98.00,-0.07
19.00,99.00,-0.65
19.00,100.00,-0.02
19.00,101.00,-0.07
19.00,102.00,-0.66
19.00,103.00,-0.34
19.00,104.00,-0.48
19.00,105.00,-0.48
19.00,106.00,0.26
19.00,107.00,0.01
19.00,108.00,-0.15
19.00,109.00,-0.10
19.00,110.00,-0.10
19.00,111.00,-0.12
19.00,112.00,-0.11
19.00,113.00,0.08
19.00,114.00,0.10
19.00,115.00,0.48
19.00,116.00,1.16
19.00,117.00,0.59
19.00,118.00,0.43
19.00,119.00,0.26
19.00,120.00,0.52
19.00,121.00,0.57
19.00,122.00,0.17
19.00,123.00,0.62
19.00,124.00,0.69
19.00,125.00,0.39
19.00,126.00,0.90
19.00,127.00,0.57
19.00,128.00,0.81
19.00,129.00,0.61
19.00,130.00,0.72
19.00,131.00,0.50
19.00,132.00,1.04
19.00,133.00,0.88
19.00,134.00,1.43
19.00,135.00,1.37
19.00,136.00,1.19
19.00,137.00,1.27
19.00,138.00,1.23
19.00,139.00,1.23
19.00,140.00,1.34
19.00,141.00,1.69
19.00,142.00,1.42
19.00,143.00,1.38
19.00,144.00,1.11
19.00,145.00,1.24
19.00,146.00,1.45
19.00,147.00,1.37
19.00,148.00,1.48
19.00,149.00,1.20
19.00,150.00,1.20
19.00,151.00,1.63
19.00,152.00,1.33
19.00,153.00,1.43
19.00,154.00,1.39
19.00,155.00,1.17
19.00,156.00,1.27
19.00,157.00,1.24
19.00,158.00,1.07
19.00,159.00,1.36
19.00,160.00,1.33
19.00,161.00,1.52
19.00,162.00,1.12
19.00,163.00,1.37
19.00,164.00,1.19
19.00,165.00,1.26
19.00,166.00,1.52
19.00,167.00,1.23
19.00,168.00,1.29
19.00,169.00,1.54
19.00,170.00,0.87
19.00,171.00,1.40
19.00,172.00,1.23
19.00,173.00,1.36
19.00,174.00,0.96
19.00,175.00,0.88
19.00,176.00,1.08
19.00,177.00,1.02
19.00,178.00,1.18
19.00,179.00,1.22
19.00,180.00,1.05
19.00,181.00,1.26
19.00,182.00,0.86
19.00,183.00,1.25
19.00,184.00,1.44
19.00,185.00,1.48
19.00,186.00,1.14
19.00,187.00,1.38
