Width,Color,Steering_angle_difference
28.00,166.00,1.18
28.00,167.00,1.09
28.00,168.00,1.23
28.00,169.00,1.14
28.00,170.00,0.88
28.00,171.00,0.54
28.00,172.00,1.04
28.00,173.00,1.26
28.00,174.00,1.18
28.00,175.00,1.09
28.00,176.00,0.50
28.00,177.00,0.88
28.00,178.00,0.75
28.00,179.00,0.78
28.00,180.00,0.80
28.00,181.00,0.75
28.00,182.00,0.86
28.00,183.00,0.74
28.00,184.00,0.72
28.00,185.00,0.79
28.00,186.00,0.71
28.00,187.00,0.97
28.00,188.00,0.69
28.00,189.00,0.74
28.00,190.00,0.76
28.00,191.00,0.80
28.00,192.00,0.85
28.00,193.00,0.73
28.00,194.00,0.83
28.00,195.00,1.15
28.00,196.00,1.14
28.00,197.00,1.16
28.00,198.00,1.11
28.00,199.00,0.97
28.00,200.00,0.74
28.00,201.00,0.94
28.00,202.00,0.96
28.00,203.00,1.19
28.00,204.00,0.95
28.00,205.00,1.15
28.00,206.00,0.95
28.00,207.00,1.01
28.00,208.00,1.20
28.00,209.00,1.23
28.00,210.00,1.00
28.00,211.00,1.06
28.00,212.00,1.18
28.00,213.00,0.92
28.00,214.00,1.37
28.00,215.00,1.11
28.00,216.00,1.19
28.00,217.00,0.92
28.00,218.00,1.12
28.00,219.00,1.44
28.00,220.00,1.22
28.00,221.00,1.23
28.00,222.00,1.32
28.00,223.00,0.87
28.00,224.00,1.08
28.00,225.00,0.75
28.00,226.00,1.19
28.00,227.00,0.97
28.00,228.00,0.86
28.00,229.00,1.19
28.00,230.00,0.95
28.00,231.00,1.02
28.00,232.00,1.23
28.00,233.00,0.89
28.00,234.00,0.85
28.00,235.00,1.23
28.00,236.00,1.13
28.00,237.00,0.67
28.00,238.00,0.86
28.00,239.00,1.54
28.00,240.00,1.08
28.00,241.00,1.42
28.00,242.00,1.07
28.00,243.00,1.02
28.00,244.00,1.19
28.00,245.00,0.92
28.00,246.00,1.12
28.00,247.00,1.13
28.00,248.00,1.04
28.00,249.00,1.03
28.00,250.00,1.09
28.00,251.00,1.13
28.00,252.00,1.23
28.00,253.00,1.21
28.00,254.00,0.84
29.00,0.00,-1.80
29.00,1.00,-0.12
29.00,2.00,-0.90
29.00,3.00,-0.14
29.00,4.00,-0.92
29.00,5.00,-2.19
29.00,6.00,-1.57
29.00,7.00,-2.42
29.00,8.00,-1.18
29.00,9.00,-1.59
29.00,10.00,-0.92
29.00,11.00,-0.97
29.00,12.00,-1.56
29.00,13.00,-0.67
29.00,14.00,-1.69
29.00,15.00,-1.87
29.00,16.00,-1.61
29.00,17.00,-0.67
29.00,18.00,-1.82
29.00,19.00,-1.96
29.00,20.00,-0.55
29.00,21.00,-1.29
29.00,22.00,-1.86
29.00,23.00,-0.18
29.00,24.00,-0.26
29.00,25.00,-0.86
29.00,26.00,-0.89
29.00,27.00,-0.96
29.00,28.00,-1.17
29.00,29.00,-0.24
29.00,30.00,-0.36
29.00,31.00,-0.22
29.00,32.00,-0.42
29.00,33.00,-0.65
29.00,34.00,-1.08
29.00,35.00,-0.76
29.00,36.00,-1.55
29.00,37.00,-1.11
29.00,38.00,-1.06
29.00,39.00,-0.98
29.00,40.00,-1.10
29.00,41.00,-0.87
29.00,42.00,-1.03
29.00,43.00,-1.35
29.00,44.00,-0.61
29.00,45.00,-1.02
29.00,46.00,-0.69
29.00,47.00,-0.88
29.00,48.00,-0.87
29.00,49.00,-0.67
29.00,50.00,-0.22
29.00,51.00,-0.84
29.00,52.00,-1.30
29.00,53.00,-0.54
29.00,54.00,-0.26
29.00,55.00,-0.19
29.00,56.00,-0.45
29.00,57.00,-0.59
29.00,58.00,-0.68
29.00,59.00,-0.48
29.00,60.00,0.00
29.00,61.00,-0.58
29.00,62.00,0.39
29.00,63.00,0.26
29.00,64.00,0.10
29.00,65.00,-0.28
29.00,66.00,-0.54
29.00,67.00,-0.13
29.00,68.00,-0.91
29.00,69.00,-0.02
29.00,70.00,-0.57
29.00,71.00,0.23
29.00,72.00,0.26
29.00,73.00,0.96
29.00,74.00,-0.05
29.00,75.00,0.23
29.00,76.00,0.19
29.00,77.00,0.25
29.00,78.00,0.27
29.00,79.00,0.50
29.00,80.00,0.05
29.00,81.00,0.03
29.00,82.00,0.21
29.00,83.00,0.48
29.00,84.00,0.29
29.00,85.00,0.14
29.00,86.00,0.52
29.00,87.00,0.26
29.00,88.00,0.38
29.00,89.00,0.46
29.00,90.00,0.46
29.00,91.00,0.34
29.00,92.00,0.64
29.00,93.00,0.83
29.00,94.00,0.79
29.00,95.00,0.87
29.00,96.00,0.67
29.00,97.00,0.72
29.00,98.00,0.57
29.00,99.00,0.38
29.00,100.00,0.62
29.00,101.00,0.73
29.00,102.00,0.68
29.00,103.00,0.65
29.00,104.00,0.74
29.00,105.00,0.60
29.00,106.00,0.64
29.00,107.00,0.71
29.00,108.00,1.15
29.00,109.00,0.49
29.00,110.00,0.60
29.00,111.00,0.43
29.00,112.00,0.69
29.00,113.00,0.64
29.00,114.00,0.44
29.00,115.00,0.39
29.00,116.00,0.24
29.00,117.00,0.44
29.00,118.00,0.19
29.00,119.00,0.60
29.00,120.00,0.46
29.00,121.00,0.58
29.00,122.00,0.56
29.00,123.00,0.68
29.00,124.00,0.93
29.00,125.00,1.14
29.00,126.00,1.11
29.00,127.00,0.28
29.00,128.00,0.79
29.00,129.00,0.34
29.00,130.00,0.38
29.00,131.00,0.56
29.00,132.00,1.03
29.00,133.00,0.65
29.00,134.00,0.97
29.00,135.00,0.84
29.00,136.00,0.96
29.00,137.00,0.88
29.00,138.00,1.10
29.00,139.00,0.99
29.00,140.00,1.05
29.00,141.00,0.95
29.00,142.00,1.11
29.00,143.00,1.07
29.00,144.00,1.11
29.00,145.00,1.40
29.00,146.00,0.91
29.00,147.00,0.94
29.00,148.00,0.97
29.00,149.00,0.91
29.00,150.00,1.04
29.00,151.00,1.14
29.00,152.00,1.28
29.00,153.00,0.97
29.00,154.00,1.18
29.00,155.00,1.06
29.00,156.00,0.91
29.00,157.00,1.34
29.00,158.00,0.93
29.00,159.00,1.15
29.00,160.00,1.25
29.00,161.00,1.17
29.00,162.00,0.99
29.00,163.00,0.87
29.00,164.00,0.74
29.00,165.00,0.98
29.00,166.00,0.96
29.00,167.00,0.75
29.00,168.00,0.97
29.00,169.00,0.96
29.00,170.00,0.78
29.00,171.00,0.92
29.00,172.00,1.21
29.00,173.00,0.77
29.00,174.00,1.04
29.00,175.00,1.12
29.00,176.00,0.96
29.00,177.00,0.81
29.00,178.00,1.09
29.00,179.00,0.54
29.00,180.00,1.50
29.00,181.00,0.90
29.00,182.00,0.93
29.00,183.00,1.37
29.00,184.00,0.64
29.00,185.00,0.81
29.00,186.00,0.91
29.00,187.00,0.53
29.00,188.00,1.17
29.00,189.00,1.09
29.00,190.00,1.02
29.00,191.00,0.75
29.00,192.00,1.09
29.00,193.00,0.98
29.00,194.00,1.20
29.00,195.00,0.94
29.00,196.00,0.61
29.00,197.00,0.64
29.00,198.00,1.03
29.00,199.00,1.09
29.00,200.00,0.64
29.00,201.00,1.30
29.00,202.00,1.32
29.00,203.00,1.01
29.00,204.00,0.92
29.00,205.00,0.89
29.00,206.00,0.99
29.00,207.00,1.20
29.00,208.00,1.20
29.00,209.00,0.90
29.00,210.00,1.08
29.00,211.00,0.84
29.00,212.00,1.14
29.00,213.00,1.25
29.00,214.00,0.93
29.00,215.00,1.15
29.00,216.00,1.10
29.00,217.00,1.00
29.00,218.00,1.19
29.00,219.00,1.04
29.00,220.00,1.11
29.00,221.00,0.97
29.00,222.00,1.16
29.00,223.00,1.16
29.00,224.00,1.33
29.00,225.00,1.08
29.00,226.00,1.31
29.00,227.00,1.13
29.00,228.00,1.13
29.00,229.00,1.20
29.00,230.00,1.27
29.00,231.00,1.29
29.00,232.00,1.06
29.00,233.00,1.44
29.00,234.00,1.39
29.00,235.00,1.37
29.00,236.00,1.16
29.00,237.00,1.50
29.00,238.00,1.02
29.00,239.00,0.87
29.00,240.00,1.13
29.00,241.00,0.99
29.00,242.00,0.81
29.00,243.00,1.39
29.00,244.00,1.45
29.00,245.00,1.31
29.00,246.00,1.03
29.00,247.00,1.39
29.00,248.00,0.92
29.00,249.00,1.18
29.00,250.00,1.25
29.00,251.00,1.04
29.00,252.00,1.20
29.00,253.00,0.95
29.00,254.00,1.00
